ufn,sample_id,tissue_type,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5,analyzing_lab,quality_level,sample_comments,quality_log
U1603,JS00383,finclip,TACHIE,3,0.69,PINCHI_CR,3,0.22,BLACKWATER,1,0.05,QUESNEL_HORSEF,3,0.01,GLUSKIE,1,0.01,PBS,Technicianmr,,
U1604,JS00387,finclip,CHILKO,3,1,CHILKO-NORTH,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U1605,JS00386,finclip,CHILKO,3,1,QUESNEL_HORSEF,3,0,ROARING,3,0,EAGLE_L,4,0,L_SHUSWAP,4,0,PBS,Technicianmr,,
U1606,JS00385,finclip,QUESNEL_HORSEF,3,0.66,U_HORSEFLY,3,0.12,HORSEFLY,3,0.07,LITTLE,4,0.05,KALUM_LAKE,10,0.02,PBS,Technicianmr,,
U1607,JS00390,finclip,L_SHUSWAP,4,0.87,DOLLYVARDEN_CR,3,0.03,TACHIE,3,0.03,LITTLE,4,0.02,L_ADAMS,4,0.01,PBS,Technicianmr,,
U1608,JS00790,finclip,QUESNEL_HORSEF,3,0.92,M_HORSEFLY,3,0.05,HORSEFLY,3,0.03,U_HORSEFLY,3,0,L_ADAMS,4,0,PBS,Technicianmr,,
U1609,JS00787,finclip,L_ADAMS,4,0.59,L_SHUSWAP,4,0.38,MIDDLESHUSWAP,4,0.03,PORTAGE_CR,4,0,SEYMOUR,2,0,PBS,Technicianmr,,
U1610,JS00782,finclip,L_ADAMS,4,0.94,SEYMOUR,2,0.03,L_SHUSWAP,4,0.03,QUESNEL_HORSEF,3,0,M_HORSEFLY,3,0,PBS,Technicianmr,,
U1611,JS00781,finclip,SEYMOUR,2,0.5,L_SHUSWAP,4,0.25,L_ADAMS,4,0.24,GLUSKIE,1,0.01,MIDDLESHUSWAP,4,0,PBS,Technicianmr,,
U1612,JS00354,finclip,SCOTCH,2,0.89,SEYMOUR,2,0.08,EAGLE,2,0.01,QUESNEL_HORSEF,3,0.01,EAGLE_L,4,0,PBS,Technicianmr,,
U1613,JS00355,finclip,LITTLE,4,0.46,L_SHUSWAP,4,0.27,L_ADAMS,4,0.18,CHILKO,3,0.05,QUESNEL_HORSEF,3,0.02,PBS,Technicianmr,,
U1614,JS00351,finclip,SCOTCH,2,0.47,CHILKO,3,0.11,QUESNEL_HORSEF,3,0.11,SEYMOUR,2,0.08,U_HORSEFLY,3,0.06,PBS,Technicianmr,,
U1621,JS00357,finclip,CHILKO,3,0.68,QUESNEL_HORSEF,3,0.27,HORSEFLY,3,0.02,U_HORSEFLY,3,0.02,MCKINLEY,3,0,PBS,Technicianmr,,
U1622,JS00352,finclip,KYNOCK,1,0.22,TACHIE,3,0.22,SANDPOINT,1,0.15,DRIFTWOOD,1,0.11,QUESNEL_HORSEF,3,0.11,PBS,Technicianmr,,
U1623,JS00356,finclip,LITTLE,4,0.72,L_ADAMS,4,0.18,L_SHUSWAP,4,0.07,PORTAGE_CR,4,0.02,EAGLE_L,4,0,PBS,Technicianmr,,
U1624,JS00359,finclip,L_SHUSWAP,4,0.97,LITTLE,4,0.01,L_ADAMS,4,0.01,MIDDLESHUSWAP,4,0.01,PORTAGE_CR,4,0,PBS,Technicianmr,,
U1625,JS00747,finclip,CHILKO,3,0.5,QUESNEL_HORSEF,3,0.21,L_ADAMS,4,0.19,HORSEFLY,3,0.08,M_HORSEFLY,3,0.01,PBS,Technicianmr,,
U1626,JS00746,finclip,L_SHUSWAP,4,0.94,MIDDLESHUSWAP,4,0.05,L_ADAMS,4,0.01,CHILKO,3,0.01,NA,NA,NA,PBS,Technicianmr,,
U1627,JS00744,finclip,CHILKO,3,0.97,CHILKO_SOUTH,2,0.03,L_ADAMS,4,0.01,CHILKO-NORTH,3,0,NA,NA,NA,PBS,Technicianmr,,
U1628,JS00750,finclip,CHILKO,3,0.86,L_ADAMS,4,0.05,CHILKO-NORTH,3,0.04,PORTER_CR,1,0.01,KYNOCK,1,0.01,PBS,Technicianmr,,
U1629,JS00749,finclip,L_ADAMS,4,0.53,QUESNEL_HORSEF,3,0.19,L_SHUSWAP,4,0.16,M_HORSEFLY,3,0.07,CHILKO,3,0.03,PBS,Technicianmr,,
U1630,JS00742,finclip,L_SHUSWAP,4,0.8,L_ADAMS,4,0.15,QUESNEL_HORSEF,3,0.02,HORSEFLY,3,0.01,CHILKO,3,0.01,PBS,Technicianmr,,
U1631,JS00358,finclip,QUESNEL_HORSEF,3,0.83,U_HORSEFLY,3,0.11,HORSEFLY,3,0.04,MCKINLEY,3,0.02,L_HORSEFLY,3,0,PBS,Technicianmr,,
U1632,JS00745,finclip,L_ADAMS,4,0.97,L_SHUSWAP,4,0.01,SEYMOUR,2,0.01,MIDDLESHUSWAP,4,0.01,NA,NA,NA,PBS,Technicianmr,,
U1633,JS00743,finclip,L_ADAMS,4,0.49,CHILKO,3,0.29,L_SHUSWAP,4,0.06,QUESNEL_HORSEF,3,0.06,CHILKO_SOUTH,2,0.03,PBS,Technicianmr,,
U1634,JS00741,finclip,L_SHUSWAP,4,0.99,MIDDLESHUSWAP,4,0.01,L_ADAMS,4,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U1635,JS00748,finclip,QUESNEL_HORSEF,3,0.96,HORSEFLY,3,0.02,M_HORSEFLY,3,0.01,MITCHELL,3,0,WASKO_CR,3,0,PBS,Technicianmr,,
U1636,DS00701,finclip,HORSEFLY,3,0.53,WASKO_CR,3,0.4,QUESNEL_MITCHE,3,0.04,BLUE_LEAD_CK,3,0.01,MCKINLEY,3,0.01,PBS,Technicianmr,,
U1637,DS00706,finclip,L_ADAMS,4,0.88,L_SHUSWAP,4,0.1,LITTLE,4,0.01,HORSEFLY,3,0.01,EAGLE_L,4,0,PBS,Technicianmr,,
U1638,JS00306,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U1639,JS00305,finclip,CHILKO,3,0.6,ROARING,3,0.16,QUESNEL_HORSEF,3,0.15,QUESNEL_DECEPT,3,0.04,HORSEFLY,3,0.02,PBS,Technicianmr,,
U1640,JS00301,finclip,L_SHUSWAP,4,0.66,LITTLE,4,0.22,L_ADAMS,4,0.06,CHILKO,3,0.05,MIDDLESHUSWAP,4,0.01,PBS,Technicianmr,,
U1641,DS00707,finclip,CHILKO,3,0.49,HORSEFLY,3,0.33,WASKO_CR,3,0.08,LITTLE,4,0.03,L_SHUSWAP,4,0.03,PBS,Technicianmr,,
U1642,DS00702,finclip,HORSEFLY,3,0.93,CHILKO,3,0.04,L_ADAMS,4,0.02,MCKINLEY,3,0.01,U_HORSEFLY,3,0,PBS,Technicianmr,,
U1643,DS00703,finclip,CHILKO,3,0.42,L_ADAMS,4,0.36,SANDPOINT,1,0.05,LITTLE,4,0.05,NAHATLATCH,2,0.03,PBS,Technicianmr,,
U1644,DS00704,finclip,QUESNEL_MITCHE,3,0.54,WASKO_CR,3,0.24,MITCHELL,3,0.22,BLUE_LEAD_CK,3,0,NA,NA,NA,PBS,Technicianmr,,
U1645,DS00709,finclip,HORSEFLY,3,0.83,WASKO_CR,3,0.08,CHILKO,3,0.04,L_SHUSWAP,4,0.03,MCKINLEY,3,0.01,PBS,Technicianmr,,
U1646,JS00304,finclip,SCOTCH,2,0.67,L_SHUSWAP,4,0.15,L_ADAMS,4,0.06,SEYMOUR,2,0.05,LITTLE,4,0.04,PBS,Technicianmr,,
U1647,JS00308,finclip,ROARING,3,0.54,QUESNEL_DECEPT,3,0.18,MITCHELL,3,0.1,L_ADAMS,4,0.05,QUESNEL_HORSEF,3,0.04,PBS,Technicianmr,,
U1648,JS00309,finclip,L_SHUSWAP,4,0.86,LITTLE,4,0.11,L_ADAMS,4,0.03,MIDDLESHUSWAP,4,0,EAGLE_L,4,0,PBS,Technicianmr,,
U1649,JS00302,finclip,CHILKO,3,0.99,KYNOCK,1,0,SANDPOINT,1,0,PINCHI_CR,3,0,LITTLE,4,0,PBS,Technicianmr,,
U1651,JS00310,finclip,CHILKO,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U1652,JS00303,finclip,QUESNEL_HORSEF,3,0.62,U_HORSEFLY,3,0.18,HORSEFLY,3,0.08,MCKINLEY,3,0.04,CHILKO,3,0.03,PBS,Technicianmr,,
U1653,JS00307,finclip,QUESNEL_HORSEF,3,0.81,U_HORSEFLY,3,0.13,HORSEFLY,3,0.04,MCKINLEY,3,0.02,CHILKO,3,0,PBS,Technicianmr,,
U1654,DS00832,finclip,L_ADAMS,4,0.42,L_SHUSWAP,4,0.41,LITTLE,4,0.15,EAGLE_L,4,0.01,PORTAGE_CR,4,0,PBS,Technicianmr,,
U1655,DS00840,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U1656,DS00839,finclip,L_SHUSWAP,4,0.86,CHILKO-NORTH,3,0.14,L_ADAMS,4,0,LITTLE,4,0,EAGLE_L,4,0,PBS,Technicianmr,,"Changed sample ID from SDN1632 (should be a fin clip, not DNA sample). 2018-03-29 JG"
U1656,S1656DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Redundant sample? Already took fin clip & received results,
U1657,DS00792,finclip,LITTLE,4,0.4,L_ADAMS,4,0.35,QUESNEL_HORSEF,3,0.18,SCOTCH,2,0.02,EAGLE_L,4,0.02,PBS,Technicianmr,,
U1658,DS00795,finclip,SCOTCH,2,0.92,LITTLE,4,0.04,L_SHUSWAP,4,0.03,L_ADAMS,4,0.01,SEYMOUR,2,0,PBS,Technicianmr,,"Changed sample ID from SDN1634 (should be a fin clip, not DNA sample). 2018-03-29 JG"
U1658,S1658DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Redundant sample? Already took fin clip & received results,
U1659,DS00798,finclip,L_ADAMS,4,0.6,LITTLE,4,0.27,EAGLE_L,4,0.09,L_SHUSWAP,4,0.03,MCKINLEY,3,0,PBS,Technicianmr,,
U1660,DS00794,finclip,CHILKO-NORTH,3,0.9,CHILKO,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U1661,DS00835,finclip,L_SHUSWAP,4,0.98,SCOTCH,2,0.01,L_ADAMS,4,0,MIDDLESHUSWAP,4,0,LITTLE,4,0,PBS,Technicianmr,,
U1662,DS00838,finclip,L_SHUSWAP,4,0.62,L_ADAMS,4,0.19,LITTLE,4,0.16,EAGLE_L,4,0.02,SCOTCH,2,0.01,PBS,Technicianmr,,
U1663,DS00833,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U1663,S1663DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U1664,DS00793,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U1665,DS00796,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U1666,DS00800,finclip,SCOTCH,2,0.99,SEYMOUR,2,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U1667,JS00926,finclip,L_ADAMS,4,0.88,SEYMOUR,2,0.09,CHILKO,3,0.01,SCOTCH,2,0.01,MIDDLESHUSWAP,4,0,PBS,Technicianmr,,
U1668,JS00922,finclip,CHILKO,3,0.56,CHILKO-NORTH,3,0.42,MIDDLESHUSWAP,4,0.01,L_ADAMS,4,0.01,FORFAR,1,0,PBS,Technicianmr,,"Changed sample ID from SDN1652 (should be a fin clip, not DNA sample). 2018-03-29 JG"
U1668,S1668DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Redundant sample? Already took fin clip & received results,
U1669,JS00924,finclip,MIDDLESHUSWAP,4,0.4,L_SHUSWAP,4,0.35,L_ADAMS,4,0.16,SCOTCH,2,0.08,SEYMOUR,2,0.01,PBS,Technicianmr,,
U1670,JS00925,finclip,SCOTCH,2,0.87,L_ADAMS,4,0.1,SEYMOUR,2,0.02,L_SHUSWAP,4,0.02,MIDDLESHUSWAP,4,0,PBS,Technicianmr,,
U1671,DS00831,finclip,CHILKO-NORTH,3,0.88,CHILKO,3,0.11,LITTLE,4,0,L_ADAMS,4,0,QUESNEL_HORSEF,3,0,PBS,Technicianmr,,
U1672,DS00836,finclip,L_SHUSWAP,4,0.99,MIDDLESHUSWAP,4,0,LITTLE,4,0,L_ADAMS,4,0,NA,NA,NA,PBS,Technicianmr,,"Changed sample ID from SDN1645 (should be a fin clip, not DNA sample). 2018-03-29 JG"
U1672,S1672DN1,liver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Redundant sample? Already took fin clip & received results,
U1673,DS00834,finclip,QUESNEL_HORSEF,3,0.75,MCKINLEY,3,0.14,U_HORSEFLY,3,0.05,M_HORSEFLY,3,0.02,L_HORSEFLY,3,0.02,PBS,Technicianmr,,
U1674,DS00837,finclip,SCOTCH,2,0.95,SEYMOUR,2,0.04,EAGLE,2,0.01,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U1675,DS00791,finclip,L_ADAMS,4,0.43,LITTLE,4,0.4,L_SHUSWAP,4,0.14,EAGLE_L,4,0.02,QUESNEL_DECEPT,3,0,PBS,Technicianmr,,
U1676,DS00799,finclip,L_SHUSWAP,4,0.99,MIDDLESHUSWAP,4,0,LITTLE,4,0,L_ADAMS,4,0,NA,NA,NA,PBS,Technicianmr,,
U1677,DS00797,finclip,SCOTCH,2,0.49,LITTLE,4,0.21,L_ADAMS,4,0.13,L_SHUSWAP,4,0.13,EAGLE_L,4,0.03,PBS,Technicianmr,,
U1678,JS00928,finclip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
U1679,DS00499,finclip,L_ADAMS,4,0.96,L_SHUSWAP,4,0.03,LITTLE,4,0.01,PORTAGE_CR,4,0,NA,NA,NA,PBS,Technicianmr,,
U1680,DS00492,finclip,L_SHUSWAP,4,0.48,LITTLE,4,0.3,CHILKO,3,0.12,L_ADAMS,4,0.08,PORTAGE_CR,4,0.01,PBS,Technicianmr,,
U1681,DS00497,finclip,CHILKO,3,0.81,HORSEFLY,3,0.17,L_ADAMS,4,0.01,MCKINLEY,3,0,LITTLE,4,0,PBS,Technicianmr,,
U1682,DS00494,finclip,L_ADAMS,4,0.71,LITTLE,4,0.23,PORTAGE_CR,4,0.04,EAGLE_L,4,0.01,L_SHUSWAP,4,0,PBS,Technicianmr,,
U1683,DS00491,finclip,L_SHUSWAP,4,0.97,L_ADAMS,4,0.03,LITTLE,4,0,MIDDLESHUSWAP,4,0,SCOTCH,2,0,PBS,Technicianmr,,
U1684,DS00498,finclip,LITTLE,4,0.53,L_ADAMS,4,0.46,L_SHUSWAP,4,0,MIDDLESHUSWAP,4,0,EAGLE_L,4,0,PBS,Technicianmr,,
U1685,DS00493,finclip,L_ADAMS,4,0.45,L_SHUSWAP,4,0.23,LITTLE,4,0.16,CHILKO,3,0.06,PORTAGE_CR,4,0.05,PBS,Technicianmr,,
U1686,DS00496,finclip,L_ADAMS,4,0.61,LITTLE,4,0.39,PORTAGE_CR,4,0,L_SHUSWAP,4,0,MIDDLESHUSWAP,4,0,PBS,Technicianmr,,
U1687,DS00495,finclip,SCOTCH,2,0.59,L_ADAMS,4,0.33,LITTLE,4,0.08,CHILKO,3,0,NA,NA,NA,PBS,Technicianmr,,
U1688,JS00130,finclip,STELLAKO,3,1,PINCHI_CR,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U1689,JS00128,finclip,CHILKO,3,0.84,RAFT,2,0.15,FENNELL,2,0.01,BLUE_LEAD_CK,3,0,HORSEFLY,3,0,PBS,Technicianmr,,
U1690,JS00127,finclip,NADINA,2,1,STELLAKO,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U1691,JS00923,finclip,L_SHUSWAP,4,0.63,MIDDLESHUSWAP,4,0.37,L_ADAMS,4,0,CHILKO,3,0,SEYMOUR,2,0,PBS,Technicianmr,,
U1692,JS00929,finclip,QUESNEL_HORSEF,3,0.46,MIDDLESHUSWAP,4,0.17,L_ADAMS,4,0.17,L_SHUSWAP,4,0.12,MCKINLEY,3,0.06,PBS,Technicianmr,,
U1693,JS00930,finclip,MITCHELL,3,0.8,QUESNEL_HORSEF,3,0.14,MCKINLEY,3,0.02,BLUE_LEAD_CK,3,0.01,M_HORSEFLY,3,0.01,PBS,Technicianmr,,
U1694,DS00963,finclip,CHILKO,3,0.73,CHILKO-NORTH,3,0.1,MIDDLESHUSWAP,4,0.08,L_SHUSWAP,4,0.04,EAGLE_L,4,0.03,PBS,Technicianmr,,
U1695,DS01110,finclip,MIDDLESHUSWAP,4,0.97,L_ADAMS,4,0.01,LITTLE,4,0.01,QUESNEL_HORSEF,3,0,U_HORSEFLY,3,0,PBS,Technicianmr,,
U1696,DS01108,finclip,CHILKO,3,0.57,TACHIE,3,0.18,LITTLE,4,0.11,BIRKENHEAD,3,0.04,CHILKO_SOUTH,2,0.02,PBS,Technicianmr,,
U1697,DS01102,finclip,QUESNEL_MITCHE,3,0.99,MITCHELL,3,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U1698,DS01103,finclip,MIDDLESHUSWAP,4,0.99,L_ADAMS,4,0.01,CHILKO,3,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U1699,DS01106,finclip,MIDDLESHUSWAP,4,0.96,LITTLE,4,0.02,L_ADAMS,4,0.02,SEYMOUR,2,0,NA,NA,NA,PBS,Technicianmr,,
U1700,JS01178,finclip,MIDDLESHUSWAP,4,0.71,L_ADAMS,4,0.28,HORSEFLY,3,0,CHILKO,3,0,NA,NA,NA,PBS,Technicianmr,,
U1701,JS00921,finclip,CHILKO,3,0.86,CHILKO-NORTH,3,0.08,L_ADAMS,4,0.03,QUESNEL_HORSEF,3,0.01,KYNOCK,1,0.01,PBS,Technicianmr,,
U1702,JS00927,finclip,SEYMOUR,2,0.45,SCOTCH,2,0.36,L_ADAMS,4,0.12,L_SHUSWAP,4,0.05,MIDDLESHUSWAP,4,0.02,PBS,Technicianmr,,
U1703,DS00961,finclip,CHILKO,3,0.79,L_SHUSWAP,4,0.06,CHILKO-NORTH,3,0.06,MIDDLESHUSWAP,4,0.05,QUESNEL_DECEPT,3,0.02,PBS,Technicianmr,,
U1704,DS00962,finclip,MIDDLESHUSWAP,4,0.64,EAGLE_L,4,0.36,L_SHUSWAP,4,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U1705,DS00967,finclip,SINTA,1,0.69,BIVOUAC,1,0.09,MIDDLE,3,0.09,KYNOCK,1,0.05,STELLAKO,3,0.02,PBS,Technicianmr,,
U1706,DS00968,finclip,L_SHUSWAP,4,0.7,EAGLE_L,4,0.12,QUESNEL_DECEPT,3,0.09,MIDDLESHUSWAP,4,0.07,SCOTCH,2,0.01,PBS,Technicianmr,,
U1707,DS00964,finclip,CHILKO,3,0.76,CHILKO-NORTH,3,0.1,SINTA,1,0.08,BIVOUAC,1,0.01,KYNOCK,1,0.01,PBS,Technicianmr,,
U1708,DS00965,finclip,MIDDLESHUSWAP,4,0.52,EAGLE_L,4,0.41,L_SHUSWAP,4,0.05,SEYMOUR,2,0.01,QUESNEL_DECEPT,3,0.01,PBS,Technicianmr,,
U1709,DS00966,finclip,MIDDLESHUSWAP,4,0.79,L_SHUSWAP,4,0.14,EAGLE_L,4,0.07,LITTLE,4,0,SEYMOUR,2,0,PBS,Technicianmr,,
U1710,DS00969,finclip,MIDDLESHUSWAP,4,0.7,L_SHUSWAP,4,0.28,EAGLE_L,4,0.02,DUST,1,0,QUESNEL_DECEPT,3,0,PBS,Technicianmr,,
U1711,DS00970,finclip,MIDDLESHUSWAP,4,0.79,L_SHUSWAP,4,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U1712,DS01109,finclip,MIDDLESHUSWAP,4,0.95,L_ADAMS,4,0.04,LITTLE,4,0.01,FENNELL,2,0.01,CHILKO,3,0,PBS,Technicianmr,,
U1713,DS01107,finclip,MIDDLESHUSWAP,4,0.75,L_ADAMS,4,0.18,CHILKO,3,0.05,LITTLE,4,0,PORTAGE_CR,4,0,PBS,Technicianmr,,
U1714,DS01101,finclip,TACHIE,3,0.41,LITTLE,4,0.23,CHILKO,3,0.19,L_ADAMS,4,0.14,QUESNEL_DECEPT,3,0.02,PBS,Technicianmr,,
U1715,DS01104,finclip,L_ADAMS,4,0.39,MIDDLESHUSWAP,4,0.33,LITTLE,4,0.25,SCOTCH,2,0.01,SEYMOUR,2,0.01,PBS,Technicianmr,,
U1716,DS01105,finclip,CHILKO,3,0.91,QUESNEL_MITCHE,3,0.08,TACHIE,3,0.01,L_ADAMS,4,0,PINCHI_CR,3,0,PBS,Technicianmr,,
U1717,JS01179,finclip,MIDDLESHUSWAP,4,0.96,L_ADAMS,4,0.02,SCOTCH,2,0.01,L_SHUSWAP,4,0,SEYMOUR,2,0,PBS,Technicianmr,,
U1718,JS01172,finclip,HORSEFLY,3,1,WASKO_CR,3,0,M_HORSEFLY,3,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U1720,JS01174,finclip,MIDDLESHUSWAP,4,1,L_ADAMS,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U1721,JS01213,finclip,NIMPKISH,7,1,WOSS_LAKE,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U1722,JS01211,finclip,SCOTCH,2,0.62,SEYMOUR,2,0.28,L_ADAMS,4,0.08,EAGLE,2,0.03,NA,NA,NA,PBS,Technicianmr,,
U1723,JS01218,finclip,NIMPKISH,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U1724,JS01212,finclip,NIMPKISH,7,1,WOSS_LAKE,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U1725,JS01214,finclip,QUESNEL_MITCHE,3,0.59,MITCHELL,3,0.3,WASKO_CR,3,0.11,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U1726,JS01215,finclip,CHILKO,3,0.63,L_ADAMS,4,0.35,MIDDLESHUSWAP,4,0.01,HORSEFLY,3,0.01,WASKO_CR,3,0,PBS,Technicianmr,,
U1727,JS01216,finclip,HORSEFLY,3,0.78,L_ADAMS,4,0.22,ROARING,3,0,EAGLE_L,4,0,NA,NA,NA,PBS,Technicianmr,,
U1728,JS01219,finclip,L_ADAMS,4,0.53,HORSEFLY,3,0.27,MIDDLESHUSWAP,4,0.09,CHILKO,3,0.03,SEYMOUR,2,0.02,PBS,Technicianmr,,
U1729,JS01217,finclip,MIDDLESHUSWAP,4,0.95,L_ADAMS,4,0.05,CHILKO,3,0,HORSEFLY,3,0,NA,NA,NA,PBS,Technicianmr,,
U1730,JS01220,finclip,L_ADAMS,4,0.93,THOMPSON_N,2,0.03,HORSEFLY,3,0.02,MIDDLESHUSWAP,4,0.02,WASKO_CR,3,0,PBS,Technicianmr,,
U1731,JS00935,finclip,MIDDLESHUSWAP,4,0.34,SEYMOUR,2,0.3,L_ADAMS,4,0.17,SCOTCH,2,0.1,L_SHUSWAP,4,0.06,PBS,Technicianmr,,
U1732,JS00931,finclip,MIDDLESHUSWAP,4,0.37,L_ADAMS,4,0.22,L_SHUSWAP,4,0.21,SCOTCH,2,0.18,SEYMOUR,2,0.02,PBS,Technicianmr,,
U1733,JS00937,finclip,L_SHUSWAP,4,0.47,MIDDLESHUSWAP,4,0.38,L_ADAMS,4,0.15,SEYMOUR,2,0,NA,NA,NA,PBS,Technicianmr,,
U1734,JS00939,finclip,SCOTCH,2,0.54,SEYMOUR,2,0.42,L_ADAMS,4,0.03,EAGLE,2,0.01,QUESNEL_HORSEF,3,0,PBS,Technicianmr,,
U1735,JS00932,finclip,L_SHUSWAP,4,0.51,MIDDLESHUSWAP,4,0.47,L_ADAMS,4,0.02,SEYMOUR,2,0,NA,NA,NA,PBS,Technicianmr,,
U1736,DS01245,finclip,LITTLE,4,0.65,L_ADAMS,4,0.28,L_SHUSWAP,4,0.06,SCOTCH,2,0.01,EAGLE_L,4,0,PBS,Technicianmr,,
U1737,DS01248,finclip,L_ADAMS,4,0.47,LITTLE,4,0.45,L_SHUSWAP,4,0.07,SCOTCH,2,0.01,EAGLE_L,4,0,PBS,Technicianmr,,
U1738,DS01247,finclip,L_SHUSWAP,4,0.83,L_ADAMS,4,0.1,LITTLE,4,0.07,MIDDLESHUSWAP,4,0,NA,NA,NA,PBS,Technicianmr,,
U1739,DS01244,finclip,L_SHUSWAP,4,0.95,LITTLE,4,0.04,SCOTCH,2,0,L_ADAMS,4,0,EAGLE_L,4,0,PBS,Technicianmr,,
U1740,DS01242,finclip,L_SHUSWAP,4,0.28,LITTLE,4,0.23,L_ADAMS,4,0.18,QUESNEL_HORSEF,3,0.08,CHILKO-NORTH,3,0.07,PBS,Technicianmr,,
U1741,JS01173,finclip,HORSEFLY,3,0.58,MIDDLESHUSWAP,4,0.26,L_ADAMS,4,0.16,CHILKO,3,0,EAGLE_L,4,0,PBS,Technicianmr,,
U1742,JS01175,finclip,L_ADAMS,4,0.54,MIDDLESHUSWAP,4,0.45,SEYMOUR,2,0.01,SCOTCH,2,0,EAGLE_L,4,0,PBS,Technicianmr,,
U1743,JS01176,finclip,MIDDLESHUSWAP,4,0.67,L_ADAMS,4,0.29,SCOTCH,2,0.03,SEYMOUR,2,0.02,EAGLE_L,4,0,PBS,Technicianmr,,
U1744,JS01177,finclip,MIDDLESHUSWAP,4,0.9,L_ADAMS,4,0.1,SCOTCH,2,0,SEYMOUR,2,0,NA,NA,NA,PBS,Technicianmr,,
U1745,JS01171,finclip,HUDSON_BAY,1,0.21,ROSSETTE,1,0.16,GLUSKIE,1,0.14,BLACKWATER,1,0.1,SANDPOINT,1,0.08,PBS,Technicianmr,,
U1746,JS00936,finclip,CHILKO-NORTH,3,0.51,CHILKO,3,0.49,CHILKO_SOUTH,2,0,L_ADAMS,4,0,NA,NA,NA,PBS,Technicianmr,,
U1747,JS00940,finclip,MITCHELL,3,1,BLUE_LEAD_CK,3,0,QUESNEL_DECEPT,3,0,NA,NA,NA,NA,NA,NA,PBS,Technicianmr,,
U1748,JS00933,finclip,L_ADAMS,4,0.59,MIDDLESHUSWAP,4,0.33,L_SHUSWAP,4,0.06,PORTAGE_CR,4,0.02,LITTLE,4,0,PBS,Technicianmr,,
U1749,JS00938,finclip,CHILKO,3,0.96,CHILKO-NORTH,3,0.04,CHILKO_SOUTH,2,0,L_ADAMS,4,0,NA,NA,NA,PBS,Technicianmr,,
U1750,JS00934,finclip,L_ADAMS,4,0.96,MIDDLESHUSWAP,4,0.03,L_SHUSWAP,4,0.01,PORTAGE_CR,4,0,QUESNEL_HORSEF,3,0,PBS,Technicianmr,,
U1751,JS00670,finclip,L_ADAMS,4,0.34,CHILKO,3,0.31,SEYMOUR,2,0.17,L_SHUSWAP,4,0.08,QUESNEL_HORSEF,3,0.06,PBS,Technicianmr,,
U1752,JS00663,finclip,CHILKO,3,0.97,CHILKO-NORTH,3,0.03,CHILKO_SOUTH,2,0,L_ADAMS,4,0,NA,NA,NA,PBS,Technicianmr,,
