ufn,date_processed,cwt,adipose,weight,standard_length,fork_length,comments_protocol,comments_fish_health_lab,dissector,dissection_protocol,lice_collection_protocol,lice_id_protocol_lab,quality_level,quality_flag,quality_log
U650,2015-11-27,None,Present,19.4,NA,127,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U671,2015-11-27,None,Present,23.9,NA,128,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U624,2015-11-27,None,Present,23.7,NA,135,NA,NA,LP,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U625,2015-11-27,None,Present,19.9,NA,131,NA,NA,LP,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U626,2015-11-27,None,Present,19.5,NA,126,Unidentified organism collected,NA,LP,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U664,2015-11-30,None,Present,20.3,NA,124,Brain dropped beside coolbox ontoworkspace; may be contaminated.,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U665,2015-11-30,None,Present,20.1,NA,121,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U666,2015-11-30,None,Present,19.4,NA,120,One otolith,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U667,2015-11-30,None,Present,21.8,NA,122,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U668,2015-11-30,None,Present,22,NA,125,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U660,2015-11-30,None,Present,24.6,NA,133,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U681,2015-11-30,None,Present,28.1,NA,130,"Scales not taken, fish was stoo dry when it was found out.",NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U682,2015-11-30,None,Present,25.6,NA,131,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U683,2015-11-30,None,Present,22.3,NA,121,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U684,2015-11-30,None,Present,25.5,NA,128,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U685,2015-11-30,None,Present,24,NA,133,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U672,2015-11-30,None,Present,15.5,NA,108,"1 caligus chal b female, not retained",NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U673,2015-11-30,None,Present,14.8,NA,110,1 cal chal b male missing tail,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U674,2015-11-30,None,Present,18.7,NA,116,1 cal chal a not retained,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U675,2015-11-30,None,Present,17.3,NA,111,Enlarged liver,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U676,2015-11-30,None,Present,19.8,NA,118,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U677,2015-11-30,None,Present,22.5,NA,135,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U669,2015-12-01,None,Present,16,NA,113,One otolith,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U670,2015-12-01,None,Present,15.9,NA,118,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U701,2015-12-01,None,Present,25.3,NA,132,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U702,2015-12-01,None,Present,22.3,NA,121,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U703,2015-12-01,None,Present,22.2,NA,125,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U704,2015-12-01,None,Present,15.2,NA,107,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U705,2015-12-01,None,Present,13.4,NA,108,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U686,2015-12-01,None,Present,22.8,NA,125,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U687,2015-12-01,None,Present,20.9,NA,125,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U688,2015-12-01,None,Present,22.3,NA,121,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U689,2015-12-01,None,Present,21.6,NA,123,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U690,2015-12-01,None,Present,21,NA,121,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U711,2015-12-01,None,Present,17.3,NA,114,"Cracked oto, lesion behind dorsal fin",NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U678,2015-12-01,None,Present,24.5,NA,128,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U679,2015-12-01,None,Present,22.4,NA,123,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U680,2015-12-01,None,Present,18.5,NA,118,Liver fell on ground ( DNA portion only),NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U721,2015-12-01,None,Present,23.2,NA,123,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U627,2015-12-01,None,Present,19.2,NA,117,NA,NA,LP,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U628,2015-12-01,None,Present,22,NA,128,NA,NA,LP,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U629,2015-12-01,None,Present,21,NA,124,NA,NA,LP,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U706,2015-12-02,None,Present,21.7,NA,133,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U707,2015-12-02,None,Present,19.3,NA,128,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U708,2015-12-02,None,Present,16,NA,114,"One oto, bottom half of louse collected and counted",NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U709,2015-12-02,None,Present,21.7,NA,119,1 oto,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U710,2015-12-02,None,Present,13.5,NA,105,1oto,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U731,2015-12-02,None,Present,15.6,NA,105,1 unidentified louse on chamois not reatined,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U732,2015-12-02,None,Present,18.8,NA,115,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U712,2015-12-02,None,Present,18.9,NA,123,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U713,2015-12-02,None,Present,14.3,NA,105,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U714,2015-12-02,None,Present,16.9,NA,117,"Brain fell on RNA tray, lep chal a reatined a chal cal b males not reatined",NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U715,2015-12-02,None,Present,12.6,NA,102,NA,CHAL SCAR OM RIGHT FLANK INFRONT OF PELVIC,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,Fixed duplicate SEMSP ID (2015-06-27-J10-SO-10)
U722,2015-12-02,None,Present,21,NA,132,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U723,2015-12-02,None,Present,18.1,NA,125,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U724,2015-12-02,None,Present,12.3,NA,109,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U725,2015-12-02,None,Present,14.1,NA,107,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U726,2015-12-02,None,Present,13.4,NA,108,Nematode in pyloric cecea,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U727,2015-12-02,None,Present,18.7,NA,115,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U728,2015-12-02,None,Present,18.4,NA,114,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U630,2015-12-02,None,Present,17.9,NA,124,NA,NA,LP,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U751,2015-12-02,None,Present,19.3,NA,124,NA,NA,LP,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U733,2015-12-03,None,Present,20.2,NA,124,NA,Dark red layer of muscle tissue under skin,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U734,2015-12-03,None,Present,14.9,NA,107,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U735,2015-12-03,None,Present,20.3,NA,124,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U736,2015-12-03,None,Present,22.5,NA,109,No scales taken.,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U716,2015-12-03,None,Present,14.6,NA,118,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U717,2015-12-03,None,Present,9.6,NA,103,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U718,2015-12-03,None,Present,11.1,NA,105,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U719,2015-12-03,None,Present,15.1,NA,100,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U720,2015-12-03,None,Present,12.7,NA,105,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U761,2015-12-03,None,Present,NA,NA,95,Forgot to weigh,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U762,2015-12-03,None,Present,11.6,NA,103,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U729,2015-12-03,None,Present,11.7,NA,109,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U730,2015-12-03,None,Present,10.4,NA,103,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U781,2015-12-03,None,Present,14.2,NA,115,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U782,2015-12-03,None,Present,14,NA,111,NA,Nematode on stomach,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U783,2015-12-03,None,Present,10.8,NA,98,1 caligus chal a not retained,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U784,2015-12-03,None,Present,14,NA,99,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U785,2015-12-03,None,Present,18.3,NA,113,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U752,2015-12-03,None,Present,7.3,NA,89,NA,NA,LP,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U753,2015-12-03,None,Present,16.8,NA,124,Pale liver,NA,LP,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U754,2015-12-03,None,Present,16.6,NA,128,NA,NA,LP,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U737,2015-12-04,None,Present,18.5,NA,114,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U738,2015-12-04,None,Present,18.3,NA,116,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U739,2015-12-04,None,Present,15.8,NA,114,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U740,2015-12-04,None,Present,15.1,NA,110,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U771,2015-12-04,None,Present,10.2,NA,96,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U772,2015-12-04,None,Present,11.8,NA,89,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U773,2015-12-04,None,Present,19,NA,116,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U763,2015-12-04,None,Present,16.5,NA,117,NA,Very red flesh,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U764,2015-12-04,None,Present,15.9,NA,112,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U765,2015-12-04,None,Present,21.7,NA,123,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U766,2015-12-04,None,Present,16.8,NA,107,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U767,2015-12-04,None,Present,18.4,NA,126,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U768,2015-12-04,None,Present,10.2,NA,100,NA,Scar behind anal fin on ventral surface,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U769,2015-12-04,None,Present,15.5,NA,100,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U786,2015-12-04,None,Present,12.7,NA,113,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U787,2015-12-04,None,Present,19.1,NA,117,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U788,2015-12-04,None,Present,20.6,NA,126,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U789,2015-12-04,None,Present,13.9,NA,106,Brain fell on cool rack,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U790,2015-12-04,None,Present,16.1,NA,112,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U791,2015-12-04,None,Present,14.2,NA,106,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U792,2015-12-04,None,Present,9.1,NA,95,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U774,2015-12-07,None,Present,21.7,NA,124,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U775,2015-12-07,None,Present,13.3,NA,107,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U776,2015-12-07,None,Present,15.7,NA,114,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U777,2015-12-07,None,Present,14.3,NA,106,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U778,2015-12-07,None,Present,16.2,NA,116,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U779,2015-12-07,None,Present,21.7,NA,126,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U780,2015-12-07,None,Present,22.4,NA,131,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U770,2015-12-07,None,Present,14.2,NA,108,NA,Gravid cal collected,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U801,2015-12-07,None,Present,NA,NA,107,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U802,2015-12-07,None,Present,18.2,NA,108,Cal chal a not retained,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U803,2015-12-07,None,Present,15.5,NA,114,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U804,2015-12-07,None,Present,16.3,NA,112,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U805,2015-12-07,None,Present,15.3,NA,111,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U806,2015-12-07,None,Present,19.8,NA,119,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U793,2015-12-07,None,Present,18.9,NA,120,NA,1 oto,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U794,2015-12-07,None,Present,NA,NA,113,Post dissection weight of 14.1,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U795,2015-12-07,None,Present,15,NA,98,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U796,2015-12-07,None,Present,15.6,NA,120,Post dissection weight of 15.6,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U797,2015-12-07,None,Present,23.6,NA,129,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U798,2015-12-07,None,Present,17.8,NA,122,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U755,2015-12-07,None,Present,9.6,NA,105,NA,NA,LP,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U811,2015-12-08,None,Present,25,NA,133,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U812,2015-12-08,None,Present,26.8,NA,138,"Heart dropped onto coolbox; may be contaminated, one otolith",NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U813,2015-12-08,None,Present,18,NA,120,One otolith is cracked,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U814,2015-12-08,None,Present,17.5,NA,116,NA,One otolith,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U815,2015-12-08,None,Present,15.6,NA,113,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U816,2015-12-08,None,Present,18.2,NA,119,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U817,2015-12-08,None,Present,15.1,NA,115,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U807,2015-12-08,None,Present,24.1,NA,130,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U808,2015-12-08,None,Present,25.3,NA,128,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U809,2015-12-08,None,Present,11.6,NA,116,NA,"Missing scales, very red flesh, pale organs",DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U810,2015-12-08,None,Present,16.9,NA,116,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U821,2015-12-08,None,Present,14.8,NA,110,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U822,2015-12-08,None,Present,11.6,NA,104,Cal chal a not retained,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U823,2015-12-08,None,Present,NA,NA,112,Post dissection weight of 14.2,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U799,2015-12-08,None,Present,22.5,NA,126,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U800,2015-12-08,None,Present,13.4,NA,109,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U831,2015-12-08,None,Present,13.5,NA,112,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U832,2015-12-08,None,Present,17.2,NA,125,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U756,2015-12-08,None,Present,20.3,NA,128,Scar on right flank,NA,LP,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U757,2015-12-08,None,Present,19.2,NA,129,NA,NA,LP,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U758,2015-12-08,None,Present,13.2,NA,109,NA,NA,LP,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U818,2015-12-09,None,Present,14.4,NA,115,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U819,2015-12-09,None,Present,11.1,NA,109,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U820,2015-12-09,None,Present,14.9,NA,114,"One cracked otolith, a mangled cal chal b collected",NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U841,2015-12-09,None,Present,24.4,NA,133,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U842,2015-12-09,None,Present,24.2,NA,131,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U843,2015-12-09,None,Present,23.8,NA,132,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U844,2015-12-09,None,Present,6.5,NA,84,No scales taken,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U824,2015-12-09,None,Present,20.7,NA,123,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U833,2015-12-09,None,Present,14.7,NA,115,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U834,2015-12-09,None,Present,15.2,NA,116,NA,Nematode in gut,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U835,2015-12-09,None,Present,19.9,NA,123,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U836,2015-12-09,None,Present,25.5,NA,130,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U837,2015-12-09,None,Present,23,NA,129,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U838,2015-12-09,None,Present,26.7,NA,129,NA,One otolith,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U839,2015-12-09,None,Present,17.7,NA,123,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U759,2015-12-09,None,Present,20.7,NA,129,NA,NA,LP,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U760,2015-12-09,None,Present,11.6,NA,110,NA,NA,LP,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U845,2015-12-10,None,Present,9.7,NA,94,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U846,2015-12-10,None,Present,7.8,NA,90,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U847,2015-12-10,None,Present,10.7,NA,99,NA,Large ispod on body,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U848,2015-12-10,None,Present,10.5,NA,100,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U849,2015-12-10,None,Present,8.7,NA,90,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U850,2015-12-10,None,Present,7.9,NA,84,"Fl approximate, missing caudal fin",NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U871,2015-12-10,None,Present,24.8,NA,130,NA,NA,CK,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U825,2015-12-10,None,Present,13.4,NA,108,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U826,2015-12-10,None,Present,12.8,NA,105,NA,"Malnourished appearance , thin organs, empty stomach",DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U827,2015-12-10,None,Present,14.7,NA,114,Cal chal A not retained,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U828,2015-12-10,None,Present,19.4,NA,118,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U829,2015-12-10,None,Present,23,NA,127,NA,Big open lesion on flank behind doral,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U830,2015-12-10,None,Present,23,NA,127,NA,Chal scar anterior to anal fin,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U881,2015-12-10,None,Present,9.1,NA,90,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U840,2015-12-10,None,Present,11.6,NA,94,4 cal chal as not retained,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U861,2015-12-10,None,Present,11.6,NA,100,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U862,2015-12-10,None,Present,16.2,NA,112,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U863,2015-12-10,None,Present,8.7,NA,95,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U864,2015-12-10,None,Present,9.9,NA,105,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U865,2015-12-10,None,Present,23,NA,125,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U866,2015-12-10,None,Present,16.4,NA,112,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U882,2015-12-11,None,Present,16.8,NA,98,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U883,2015-12-11,None,Present,16.1,NA,110,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U884,2015-12-11,None,Present,NA,NA,110,Post dissection weight of 14.2,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U885,2015-12-11,None,Present,18.1,NA,116,1 cal chal a not retained,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U867,2015-12-11,None,Present,11.5,NA,101,NA,1 isopod in bag,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U868,2015-12-11,None,Present,18.3,NA,119,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U869,2015-12-11,None,Present,10.5,NA,90,NA,1 oto,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U870,2015-12-11,None,Present,12,NA,95,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U891,2015-12-11,None,Present,13.5,NA,105,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U892,2015-12-11,None,Present,19.3,NA,120,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U886,2015-12-14,None,Present,20.5,NA,123,1 cal chal a not retained,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U887,2015-12-14,None,Present,14.8,NA,118,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U888,2015-12-14,None,Present,26.2,NA,130,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U889,2015-12-14,None,Present,17.1,NA,116,1 cal chal a not retained,"1 cracked otolith, lots of sores and places where skin as cracked or been broken through.",DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U890,2015-12-14,None,Present,11.8,NA,102,NA,NA,DS,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
U893,2015-12-14,None,Present,15.1,NA,100,NA,NA,KI,full_1,lab_fine_2015,lportner_fine,Technicianmr,NA,NA
